,filenames,labels
6641,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/blue-nevus-13.jpg,Melanoma Skin Cancer Nevi and Moles
6642,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-dermoscopy-65.jpg,Melanoma Skin Cancer Nevi and Moles
6643,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/blue-nevus-1.jpg,Melanoma Skin Cancer Nevi and Moles
6644,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/blue-nevus-2.jpg,Melanoma Skin Cancer Nevi and Moles
6645,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/becker-nevus-2.jpg,Melanoma Skin Cancer Nevi and Moles
6646,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-trunk-13.jpg,Melanoma Skin Cancer Nevi and Moles
6647,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-31.jpg,Melanoma Skin Cancer Nevi and Moles
6648,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/congenital-nevus-50.jpg,Melanoma Skin Cancer Nevi and Moles
6649,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/becker-nevus-1.jpg,Melanoma Skin Cancer Nevi and Moles
6650,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/becker-nevus-28.jpg,Melanoma Skin Cancer Nevi and Moles
6651,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-17.jpg,Melanoma Skin Cancer Nevi and Moles
6652,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/halo-nevus-2.jpg,Melanoma Skin Cancer Nevi and Moles
6653,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/congenital-nevus-8.jpg,Melanoma Skin Cancer Nevi and Moles
6654,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-dermoscopy-92.jpg,Melanoma Skin Cancer Nevi and Moles
6655,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-dermoscopy-73.jpg,Melanoma Skin Cancer Nevi and Moles
6656,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/blue-nevus-4.jpg,Melanoma Skin Cancer Nevi and Moles
6657,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-40.jpg,Melanoma Skin Cancer Nevi and Moles
6658,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/blue-nevus-ota-3.jpg,Melanoma Skin Cancer Nevi and Moles
6659,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-dermoscopy-111.jpg,Melanoma Skin Cancer Nevi and Moles
6660,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-dermoscopy-76.jpg,Melanoma Skin Cancer Nevi and Moles
6661,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-trunk-5.jpg,Melanoma Skin Cancer Nevi and Moles
6662,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/congenital-nevus-43.jpg,Melanoma Skin Cancer Nevi and Moles
6663,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-dermoscopy-115.jpg,Melanoma Skin Cancer Nevi and Moles
6664,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/blue-nevus-11.jpg,Melanoma Skin Cancer Nevi and Moles
6665,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-dermoscopy-107.jpg,Melanoma Skin Cancer Nevi and Moles
6666,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-38.jpg,Melanoma Skin Cancer Nevi and Moles
6667,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/congenital-nevus-2.jpg,Melanoma Skin Cancer Nevi and Moles
6668,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/congenital-nevus-22.jpg,Melanoma Skin Cancer Nevi and Moles
6669,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/blue-nevus-ota-9.jpg,Melanoma Skin Cancer Nevi and Moles
6670,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-11.jpg,Melanoma Skin Cancer Nevi and Moles
6671,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-43.jpg,Melanoma Skin Cancer Nevi and Moles
6672,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/atypical-nevi-21.jpg,Melanoma Skin Cancer Nevi and Moles
6673,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-183.jpg,Melanoma Skin Cancer Nevi and Moles
6674,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-189.jpg,Melanoma Skin Cancer Nevi and Moles
6675,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-109.jpg,Melanoma Skin Cancer Nevi and Moles
6676,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-129.jpg,Melanoma Skin Cancer Nevi and Moles
6677,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-59.jpg,Melanoma Skin Cancer Nevi and Moles
6678,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-11.jpg,Melanoma Skin Cancer Nevi and Moles
6679,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-61.jpg,Melanoma Skin Cancer Nevi and Moles
6680,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-44.jpg,Melanoma Skin Cancer Nevi and Moles
6681,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-92.jpg,Melanoma Skin Cancer Nevi and Moles
6682,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-51.jpg,Melanoma Skin Cancer Nevi and Moles
6683,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-143.jpg,Melanoma Skin Cancer Nevi and Moles
6684,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-14.jpg,Melanoma Skin Cancer Nevi and Moles
6685,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-94.jpg,Melanoma Skin Cancer Nevi and Moles
6686,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-30.jpg,Melanoma Skin Cancer Nevi and Moles
6687,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-4.jpg,Melanoma Skin Cancer Nevi and Moles
6688,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-10.jpg,Melanoma Skin Cancer Nevi and Moles
6689,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-131.jpg,Melanoma Skin Cancer Nevi and Moles
6690,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-2.jpg,Melanoma Skin Cancer Nevi and Moles
6691,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-20.jpg,Melanoma Skin Cancer Nevi and Moles
6692,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-142.jpg,Melanoma Skin Cancer Nevi and Moles
6693,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-20.jpg,Melanoma Skin Cancer Nevi and Moles
6694,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-56.jpg,Melanoma Skin Cancer Nevi and Moles
6695,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-29.jpg,Melanoma Skin Cancer Nevi and Moles
6696,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-125.jpg,Melanoma Skin Cancer Nevi and Moles
6697,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-1.jpg,Melanoma Skin Cancer Nevi and Moles
6698,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-174.jpg,Melanoma Skin Cancer Nevi and Moles
6699,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-192.jpg,Melanoma Skin Cancer Nevi and Moles
6700,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-23.jpg,Melanoma Skin Cancer Nevi and Moles
6701,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-76.jpg,Melanoma Skin Cancer Nevi and Moles
6702,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-31.jpg,Melanoma Skin Cancer Nevi and Moles
6703,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-4.jpg,Melanoma Skin Cancer Nevi and Moles
6704,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-35.jpg,Melanoma Skin Cancer Nevi and Moles
6705,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-159.jpg,Melanoma Skin Cancer Nevi and Moles
6706,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/halo-nevus-5.jpg,Melanoma Skin Cancer Nevi and Moles
6707,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-24.jpg,Melanoma Skin Cancer Nevi and Moles
6708,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-47.jpg,Melanoma Skin Cancer Nevi and Moles
6709,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-64.jpg,Melanoma Skin Cancer Nevi and Moles
6710,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-45.jpg,Melanoma Skin Cancer Nevi and Moles
6711,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-21.jpg,Melanoma Skin Cancer Nevi and Moles
6712,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-10.jpg,Melanoma Skin Cancer Nevi and Moles
6713,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/halo-nevus-33.jpg,Melanoma Skin Cancer Nevi and Moles
6714,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-3.jpg,Melanoma Skin Cancer Nevi and Moles
6715,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-63.jpg,Melanoma Skin Cancer Nevi and Moles
6716,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-133.jpg,Melanoma Skin Cancer Nevi and Moles
6717,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-13.jpg,Melanoma Skin Cancer Nevi and Moles
6718,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-19.jpg,Melanoma Skin Cancer Nevi and Moles
6719,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-157.jpg,Melanoma Skin Cancer Nevi and Moles
6720,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-12.jpg,Melanoma Skin Cancer Nevi and Moles
6721,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-146.jpg,Melanoma Skin Cancer Nevi and Moles
6722,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-27.jpg,Melanoma Skin Cancer Nevi and Moles
6723,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-25.jpg,Melanoma Skin Cancer Nevi and Moles
6724,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-52.jpg,Melanoma Skin Cancer Nevi and Moles
6725,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-93.jpg,Melanoma Skin Cancer Nevi and Moles
6726,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-148.jpg,Melanoma Skin Cancer Nevi and Moles
6727,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-42.jpg,Melanoma Skin Cancer Nevi and Moles
6728,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-18.jpg,Melanoma Skin Cancer Nevi and Moles
6729,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-70.jpg,Melanoma Skin Cancer Nevi and Moles
6730,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-107.jpg,Melanoma Skin Cancer Nevi and Moles
6731,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-155.jpg,Melanoma Skin Cancer Nevi and Moles
6732,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-89.jpg,Melanoma Skin Cancer Nevi and Moles
6733,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-112.jpg,Melanoma Skin Cancer Nevi and Moles
6734,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-101.jpg,Melanoma Skin Cancer Nevi and Moles
6735,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-72.jpg,Melanoma Skin Cancer Nevi and Moles
6736,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-187.jpg,Melanoma Skin Cancer Nevi and Moles
6737,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-16.jpg,Melanoma Skin Cancer Nevi and Moles
6738,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-147.jpg,Melanoma Skin Cancer Nevi and Moles
6739,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-27.jpg,Melanoma Skin Cancer Nevi and Moles
6740,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-40.jpg,Melanoma Skin Cancer Nevi and Moles
6741,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-137.jpg,Melanoma Skin Cancer Nevi and Moles
6742,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-154.jpg,Melanoma Skin Cancer Nevi and Moles
6743,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-179.jpg,Melanoma Skin Cancer Nevi and Moles
6744,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-5.jpg,Melanoma Skin Cancer Nevi and Moles
6745,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-134.jpg,Melanoma Skin Cancer Nevi and Moles
6746,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-104.jpg,Melanoma Skin Cancer Nevi and Moles
6747,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-85.jpg,Melanoma Skin Cancer Nevi and Moles
6748,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-119.jpg,Melanoma Skin Cancer Nevi and Moles
6749,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-36.jpg,Melanoma Skin Cancer Nevi and Moles
6750,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-111.jpg,Melanoma Skin Cancer Nevi and Moles
6751,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-130.jpg,Melanoma Skin Cancer Nevi and Moles
6752,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-46.jpg,Melanoma Skin Cancer Nevi and Moles
6753,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-10.jpg,Melanoma Skin Cancer Nevi and Moles
6754,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-43.jpg,Melanoma Skin Cancer Nevi and Moles
6755,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-153.jpg,Melanoma Skin Cancer Nevi and Moles
6756,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-158.jpg,Melanoma Skin Cancer Nevi and Moles
6757,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-15.jpg,Melanoma Skin Cancer Nevi and Moles
6758,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-67.jpg,Melanoma Skin Cancer Nevi and Moles
6759,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-48.jpg,Melanoma Skin Cancer Nevi and Moles
6760,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-68.jpg,Melanoma Skin Cancer Nevi and Moles
6761,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/halo-nevus-34.jpg,Melanoma Skin Cancer Nevi and Moles
6762,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-139.jpg,Melanoma Skin Cancer Nevi and Moles
6763,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-185.jpg,Melanoma Skin Cancer Nevi and Moles
6764,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-9.jpg,Melanoma Skin Cancer Nevi and Moles
6765,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-1.jpg,Melanoma Skin Cancer Nevi and Moles
6766,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-115.jpg,Melanoma Skin Cancer Nevi and Moles
6767,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-167.jpg,Melanoma Skin Cancer Nevi and Moles
6768,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-29.jpg,Melanoma Skin Cancer Nevi and Moles
6769,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-23.jpg,Melanoma Skin Cancer Nevi and Moles
6770,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-80.jpg,Melanoma Skin Cancer Nevi and Moles
6771,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-17.jpg,Melanoma Skin Cancer Nevi and Moles
6772,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-160.jpg,Melanoma Skin Cancer Nevi and Moles
6773,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-66.jpg,Melanoma Skin Cancer Nevi and Moles
6774,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-2.jpg,Melanoma Skin Cancer Nevi and Moles
6775,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-26.jpg,Melanoma Skin Cancer Nevi and Moles
6776,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/halo-nevus-3.jpg,Melanoma Skin Cancer Nevi and Moles
6777,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-175.jpg,Melanoma Skin Cancer Nevi and Moles
6778,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-126.jpg,Melanoma Skin Cancer Nevi and Moles
6779,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-62.jpg,Melanoma Skin Cancer Nevi and Moles
6780,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/halo-nevus-4.jpg,Melanoma Skin Cancer Nevi and Moles
6781,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-28.jpg,Melanoma Skin Cancer Nevi and Moles
6782,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-84.jpg,Melanoma Skin Cancer Nevi and Moles
6783,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/halo-nevus-6.jpg,Melanoma Skin Cancer Nevi and Moles
6784,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-18.jpg,Melanoma Skin Cancer Nevi and Moles
6785,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-105.jpg,Melanoma Skin Cancer Nevi and Moles
6786,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-74.jpg,Melanoma Skin Cancer Nevi and Moles
6787,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-14.jpg,Melanoma Skin Cancer Nevi and Moles
6788,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-58.jpg,Melanoma Skin Cancer Nevi and Moles
6789,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/melanocytic-nevi-39.jpg,Melanoma Skin Cancer Nevi and Moles
6790,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-150.jpg,Melanoma Skin Cancer Nevi and Moles
6791,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-120.jpg,Melanoma Skin Cancer Nevi and Moles
6792,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-87.jpg,Melanoma Skin Cancer Nevi and Moles
6793,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/halo-nevus-25.jpg,Melanoma Skin Cancer Nevi and Moles
6794,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-135.jpg,Melanoma Skin Cancer Nevi and Moles
6795,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-123.jpg,Melanoma Skin Cancer Nevi and Moles
6796,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-166.jpg,Melanoma Skin Cancer Nevi and Moles
6797,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/halo-nevus-30.jpg,Melanoma Skin Cancer Nevi and Moles
6798,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-103.jpg,Melanoma Skin Cancer Nevi and Moles
6799,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/lentigo-maligna-13.jpg,Melanoma Skin Cancer Nevi and Moles
6800,/content/drive/MyDrive/SkinDiseaseClassifier/train/Melanoma Skin Cancer Nevi and Moles/malignant-melanoma-178.jpg,Melanoma Skin Cancer Nevi and Moles
